"","uid","majority_label","entropy","old_label","n","e","c","ground_truth","hypothesis","premise"
"563","3308612894.jpg#0r1n","n",1.02937733018856,"n",74,20,6,"n","A baby being cooked on the stove.","A worried blond-haired baby is sitting inside a large, shiny metal cooking pot that is on top of an electric stove."
"564","3717886615.jpg#1r1c","n",0.979576432168017,"c",67,1,32,"c","a woman plays the piano","A female sings and plays into a microphone and a male in green striped shorts plays a hand drum"
"565","3717886615.jpg#1r1n","n",0.242292189082415,"n",96,4,0,"n","a woman sings her favorite song into a microphone","A female sings and plays into a microphone and a male in green striped shorts plays a hand drum"
"566","3229604446.jpg#0r1n","n",0.968580601504563,"n",68,31,1,"n","a group of marathoners run","Six men, all wearing identifying number plaques, are participating in an outdoor race."
"567","3229604446.jpg#0r1e","e",0.194391857831576,"e",3,97,0,"e","a number of guys wearing numbers race outside","Six men, all wearing identifying number plaques, are participating in an outdoor race."
"568","4935649066.jpg#0r1e","e",1.06721984907,"e",46,53,1,"e","The balloons are outside.","The tops of a large number of balloons are visible behind a wall, with a large high rise building in the background."
"569","4091988669.jpg#0r1n","n",1.10446542739599,"n",68,5,27,"n","They are hoping that they get a chance to perform, because it looks like it might rain.","Thick clouds masked the sky for the Braun sponsored event as the crowd looked up at the raised platform while a small group of bike stunt riders watched one rider land on his feet while his bike was still in the air."
"570","263984805.jpg#0r1e","e",0.161440542541821,"e",1,98,1,"e","A man is sitting on his bed reading.","A middle-aged man in a gray t-shirt and brown pants sitting on his bed reading a flyer-like paper."
"571","263984805.jpg#1r1e","n",1.07072027127091,"e",50,49,1,"e","He is learning something.","Young man with a beard is sitting on the edge of the bed reading a manual."
"572","263984805.jpg#1r1n","n",0.609259281426993,"n",89,6,5,"n","He has the light on.","Young man with a beard is sitting on the edge of the bed reading a manual."
"573","3307667255.jpg#0r1n","n",0.942683189255492,"e",64,36,0,"n","Men and women stand in front of a building","There are a lot of people in front of a tan building with colorful squares hanging from the top."
"574","541552675.jpg#2r1e","n",0.827280211626969,"n",83,8,9,"e","There are people indoors.","Two men are standing in front of musical mixing equipment."
"575","2187904131.jpg#0r1n","n",0.843896155830642,"n",80,3,17,"n","There are people and animals in the snow.","Skiiers are walking through the snow near the mountains."
"576","2276230068.jpg#1r1c","c",0.141440542541821,"c",0,2,98,"c","A little boy is jumping on his bed while playing with a toy hammer","A little boy is sitting next to a bed while wearing orange sunglasses and playing with a toy hammer"
"577","2789648482.jpg#0r1n","n",1.23449779679464,"e",50,45,5,"n","Two boys standing bravely on top of a diving platform","Two boys standing on top of a diving platform and one captured midair."
"578","3722643122.jpg#1r1n","n",0.5790188873238,"n",88,11,1,"n","The race car is on a track","A race car speeds away while a man covers his ears."
"579","4764136953.jpg#4r1e","n",1.16074476797137,"n",52,45,3,"e","There are multiple people present.","The band prepares for the next song."
"580","1082478946.jpg#3r1n","e",0.942683189255492,"e",36,64,0,"n","The group of men are fixing the rails.","A group of men work on some streetcar rails."
"581","1576185717.jpg#1r1n","c",1.45975543834447,"c",42,15,43,"n","kids play t-ball","A young boy and girl playing baseball in a grassy field."
"582","3515378674.jpg#2r1c","c",0.914926372779728,"c",33,0,67,"c","An old man is drinking a milk shake in a cup.","An older man indulging in a bottle of amber liquid."
"583","3231675507.jpg#2r1e","n",0.842544098096901,"n",81,15,4,"e","A group of Chinese people at standing in water.","A group of Chinese people are relaxing in the water."
"584","3231675507.jpg#2r1c","c",0.914926372779728,"c",33,0,67,"c","A group of Americans are in water.","A group of Chinese people are relaxing in the water."
"585","2148747441.jpg#0r1n","n",1.11672445550788,"n",53,45,2,"n","A man stands by his watch shop.","An Asian man stands behind a makeshift storefront with a handmade yellow poster advertising watch repair."
"586","3464708890.jpg#1r1n","n",0.992774453987808,"e",55,45,0,"n","The man is attempting to do a skateboard trick.","A man jumps onto a skateboard that is sitting on a folding chair."
"587","278368851.jpg#0r1c","c",0.5790188873238,"c",11,1,88,"c","The train has stopped and they are boarding it.","There are people at the train station waiting for their trains and other trains are whizzing by them."
"588","4031278022.jpg#0r1n","n",0.930277371305245,"n",78,17,5,"n","The man has some dirt on his hands.","Here is a picture of a bald man with a beard and sunglasses, washing his hands at a spring or waterfall."
"589","4031278022.jpg#0r1e","n",1.13228312181304,"e",70,22,8,"e","There is an elderly man standing outside near water.","Here is a picture of a bald man with a beard and sunglasses, washing his hands at a spring or waterfall."
"590","4671126676.jpg#4r1n","n",0.843896155830642,"n",80,3,17,"n","Someone is playing jump rope.","A young girl jumping in front of the White House."
"591","4738025604.jpg#1r1n","n",0.609259281426993,"n",89,5,6,"n","a woman walks to lunch","A slender, blond-haired woman in a low-cut white shirt walks by a menu with items written in a foreign language."
"592","2255631358.jpg#1r1n","n",1.04963089070732,"n",58,41,1,"n","A mother takes her child out sledding.","A woman pulls a small child in a sled through the snow."
"593","5691210724.jpg#0r1e","e",0.436469817064103,"n",9,91,0,"e","Two women make noise.","Two white-haired women, both wearing hats, play saxophones while standing in front of a pair of landscape paintings."
"594","458884858.jpg#0r2c","c",0.505248222649879,"c",7,2,91,"c","The couch is pointed toward the front.","A lone, 2-3 year old blond child in a blue jacket is putting a small black plastic item in his mouth as he kneels on a waiting room couch pointed toward the back while looking at something or someone not in the room."
"595","3477681171.jpg#4r1n","e",0.944543589326252,"n",29,70,1,"n","A girl outside","A girl jumping on pavement."
"596","2553131080.jpg#3r1e","e",0.818855800278631,"e",21,78,1,"e","We had a bbq with ribs and different types of kabobs.","Grilling ribs, chicken kabobs, and vegetable kabobs."
"597","2367387854.jpg#1r2n","n",0.688275965299288,"n",84,15,1,"n","The woman is addressing a crowd.","A woman with dark hair wearing a dark shirt, jeans, and glasses is talking into a microphone."
"598","2367387854.jpg#1r1e","e",0.322493361860324,"e",4,95,1,"e","A woman is speaking into a device.","A woman with dark hair wearing a dark shirt, jeans, and glasses is talking into a microphone."
"599","3628059004.jpg#3r1e","n",0.859451593605746,"n",81,5,14,"e","A woman is singing.","A woman with a guitar smiles in front of a microphone."
"600","4935241932.jpg#3r1c","n",0.778011303546538,"c",77,0,23,"c","The bike has a jet pack.","A green bike is parked next to a door."
"601","3536860526.jpg#1r1n","n",0.779207486310554,"e",80,19,1,"n","Two men exchange conversation in a crowded arena.","Two men exchange conversation in a crowded place."
"602","2369840118.jpg#0r1n","n",0.366446264453378,"n",94,1,5,"n","The goat jumped into the boys arms.","The boy wearing the blue hooded top is holding a baby goat in his arms."
"603","3192311620.jpg#4r1n","e",1.35624747597904,"e",27,59,14,"n","the dog is looking at the treat","The dog is catching a treat."
"604","2676764246.jpg#0r1n","n",0.893173458377857,"e",69,31,0,"n","The big greyhounds are running quickly in this race.","The greyhounds are running quickly in this race."
"605","662492649.jpg#4r1n","e",1.23359934305493,"e",11,66,23,"n","A man sits down.","A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head."
"606","662492649.jpg#4r1e","e",0.881290899230693,"e",30,70,0,"e","A man sits and makes mischief.","A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head."
"607","2257099774.jpg#2r1c","n",0.557438185027989,"n",87,0,13,"c","The woman is asleep.","A woman wearing a red hat and black coat."
"608","147236031.jpg#1r1n","n",0.525666662449543,"n",91,4,5,"n","Woman prepares an asparagus casserole.","An Asian woman is looking at the camera while trimming asparagus."
"609","3352871762.jpg#0r1c","c",0.221940732853211,"c",1,2,97,"c","Two men show off identical tats","A man in a green Celtics hat and a woman wearing a black sweater display identical tattoos on their right wrists."
"610","288406480.jpg#0r1e","e",0.382542669197746,"e",4,94,2,"e","A baby is role playing as a professional","A baby wearing yellow is pretending to be a doctor while inside a stroller."
"611","1496289999.jpg#4r1n","n",0.99971144175281,"e",51,49,0,"n","a climber is trying to get to the top of the mountain","A rock climber climbs a steep mountain."
"612","2474615549.jpg#1r1e","n",0.992396964098373,"n",77,15,8,"e","They are fighting.","A man with a fist shares his ego with another man in a brown shirt."
"613","5280521648.jpg#0r1n","n",0.871851171729737,"n",75,24,1,"n","Two scientists are conducting an experiment.","A young man and a young women in white lab coats are reading a biology textbook together and looking at a microscope in a laboratory."
"614","2298283771.jpg#0r1c","c",1.1625318905614,"c",46,3,51,"c","A man in a dark coat takes a photo.","A man wearing glasses and a dark coat looks at something to the left of the picture."
"615","2298283771.jpg#0r1n","n",0.891091627819634,"n",81,10,9,"n","A mark in a dark coat looks to someone else.","A man wearing glasses and a dark coat looks at something to the left of the picture."
"616","2568173994.jpg#1r1e","e",0.721279865552502,"e",14,84,2,"e","A woman in a brightly colored outfit exits the public transportation vehicle.","A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation."
"617","3627290893.jpg#0r1e","e",0.646945116085503,"e",5,88,7,"e","People singing","There is a group of three women and one man singing while one of the woman plays a guitar."
"618","5238554919.jpg#1r1c","c",0.956907135915233,"c",30,1,69,"c","A man is wearing a black shirt","A man in a blue shirt and a man helps the cyclist while the man in the gray jacket watches."
"619","2281075738.jpg#4r1n","n",0.327444919154476,"n",94,6,0,"n","The two black dogs are running beside each other.","Two black dogs running"
"620","3505568481.jpg#0r1e","e",0.194391857831576,"n",3,97,0,"e","The woman has something on her head.","A woman dressed in a blue long-sleeved shirt and wearing a hairnet."
"621","2871962580.jpg#1r1c","n",0.906496059440543,"n",77,3,20,"c","A woman with a ball being chased by a football player.","One football player holding the ball is chased by another football player from the opposing team"
"622","2871962580.jpg#1r1n","e",0.871851171729737,"e",24,75,1,"n","A football playing chasing the opposing teams player in a game.","One football player holding the ball is chased by another football player from the opposing team"
"623","3424908564.jpg#1r1e","e",0.836763171160532,"e",19,79,2,"e","A woman with red-hair screams.","A woman with red-hair and wearing a black tank top and short jeans shorts appears to be yelling."
"624","331331911.jpg#0r1c","c",0.799483779737341,"c",20,1,79,"c","A scientist is talking on a cellphone.","A scientist with a checkered shirt on is looking into a microscope to learn more about the world."
"625","3091962081.jpg#1r1n","n",1.32049213391858,"n",59,30,11,"n","A man is wearing glasses and light black clothing.","A man wearing glasses and black clothing is sitting while a man in a vest drinks in the background."
